,SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,p_churn
3089,-0.4490829073213028,0.9055711761933897,-1.4863719246748153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.006931216
252,-0.4490829073213028,-0.757568281386552,0.3671853046673149,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4155255
6491,-0.4490829073213028,-0.5953107733299723,-1.4863719246748153,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.06234632
2969,-0.4490829073213028,-1.1632120515280011,0.16858988723780097,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.49963754
2036,-0.4490829073213028,-0.8792614124289867,-0.46029560128899316,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2007478
3590,-0.4490829073213028,-1.244340805556291,0.4995822496203242,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6510216
4821,-0.4490829073213028,1.5951655854338533,-1.3208757434835536,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.012879057
513,2.2267603235331674,-1.2849051825704358,0.3009868321908103,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5959163
3884,-0.4490829073213028,-0.5953107733299723,-1.4863719246748153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.019807983
5046,-0.4490829073213028,1.5951655854338533,1.492559336767894,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1480266
6875,-0.4490829073213028,1.230086192306549,1.4594601005296417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08585394
2923,2.2267603235331674,-1.2849051825704358,-1.4863719246748153,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5277011
2491,2.2267603235331674,0.3376698979953608,1.29396391933838,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3983368
6963,-0.4490829073213028,0.9055711761933897,-0.2947994200977316,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.05598718
5129,-0.4490829073213028,1.5140368314055634,0.6650784308115858,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.08088304
435,-0.4490829073213028,-1.2849051825704358,0.4664830133820719,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6814613
4408,-0.4490829073213028,-0.717003904372407,-1.3208757434835536,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07888242
5274,-0.4490829073213028,0.3376698979953608,-1.4863719246748153,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.011533961
6175,-0.4490829073213028,-1.0820832974997114,0.8305746120028474,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.61628497
5224,-0.4490829073213028,0.2971055209812159,1.3270631555766323,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.33911017
3341,-0.4490829073213028,1.4734724543914186,1.1284677381471184,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.14480512
1851,2.2267603235331674,-0.02740949513194345,0.8636738482410998,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.46969625
3658,-0.4490829073213028,-0.5953107733299723,-0.22860094762122693,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.20305434
838,-0.4490829073213028,0.6216205370943753,-1.353974979721806,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0069666575
4989,-0.4490829073213028,0.37823427500950574,-1.4863719246748153,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.015110236
1806,-0.4490829073213028,0.702749291122665,-1.5194711609130676,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.022890583
1785,-0.4490829073213028,1.4329080773772735,-1.4863719246748153,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.011605412
2343,-0.4490829073213028,1.3923437003631287,-0.46029560128899316,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.041116208
4465,-0.4490829073213028,-1.2849051825704358,-0.4933948375272455,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.51474524
5780,-0.4490829073213028,-1.2849051825704358,0.5657807220968288,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6607789
3266,2.2267603235331674,0.7838780451509549,0.5326814858585766,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.065755256
1707,-0.4490829073213028,-0.5953107733299723,-1.4863719246748153,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.05535356
1369,-0.4490829073213028,1.1489574382782592,1.3601623918148846,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.12328161
2462,-0.4490829073213028,0.9866999302216795,-1.4863719246748153,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.015065501
5701,-0.4490829073213028,-0.9603901664572766,-0.4933948375272455,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.18147948
1650,-0.4490829073213028,0.21597676695292606,0.9960707931941091,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3920165
558,2.2267603235331674,-0.14910262617437822,1.29396391933838,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3234884
3996,-0.4490829073213028,1.3517793233489839,0.069292178523044,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.012752564
4525,-0.4490829073213028,0.5404917830660854,0.5326814858585766,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.16219853
5507,-0.4490829073213028,1.3112149463348388,-0.16240247514472228,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04854279
3777,-0.4490829073213028,-0.5547463963158273,-1.4863719246748153,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05854244
5528,2.2267603235331674,1.5546012084197083,-1.3208757434835536,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00946996
6948,-0.4490829073213028,0.2971055209812159,-0.09620400266821762,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15930134
3374,-0.4490829073213028,1.270650569320694,0.3009868321908103,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.077818654
6449,2.2267603235331674,0.25654114396707095,1.1615669743853707,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4216224
6961,-0.4490829073213028,1.5951655854338533,1.29396391933838,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.069745556
2693,-0.4490829073213028,-0.7981326584006969,0.3009868321908103,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3019978
3734,-0.4490829073213028,-0.02740949513194345,0.3009868321908103,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.13056116
4385,-0.4490829073213028,-0.9603901664572766,-1.4863719246748153,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1523377
4882,-0.4490829073213028,-0.9603901664572766,-0.6919902549567595,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22378936
2225,-0.4490829073213028,0.21597676695292606,0.9960707931941091,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.30842814
1498,2.2267603235331674,-1.2849051825704358,-0.8243871999097687,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6793926
476,-0.4490829073213028,-1.2037764285421462,-1.155379562292292,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44513127
4666,-0.4490829073213028,0.17541238993878114,1.1615669743853707,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3882155
3827,-0.4490829073213028,-1.2849051825704358,-0.6919902549567595,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.30597022
6003,-0.4490829073213028,1.1083930612641142,1.5256585730061463,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.056257725
3755,-0.4490829073213028,0.6216205370943753,-0.16240247514472228,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.07640697
1761,-0.4490829073213028,-1.2849051825704358,-1.3208757434835536,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.18159766
1492,-0.4490829073213028,1.5546012084197083,-1.4863719246748153,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.008460694
827,-0.4490829073213028,-0.3519245112451028,-0.46029560128899316,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.16692358
2655,-0.4490829073213028,0.13484801292463622,1.1284677381471184,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.24734299
4337,-0.4490829073213028,-1.1226476745138563,0.3671853046673149,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5188774
909,-0.4490829073213028,-1.1226476745138563,0.3671853046673149,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5257131
4051,2.2267603235331674,0.41879865202365063,0.9629715569558568,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25091273
1699,-0.4490829073213028,-0.270795757216813,0.13549065099954866,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.22716764
1880,-0.4490829073213028,1.0678286842499694,-0.6919902549567595,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.04193815
6849,-0.4490829073213028,0.6216205370943753,1.393261628053137,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16864014
1268,2.2267603235331674,0.2971055209812159,1.1284677381471184,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.29166526
5460,-0.4490829073213028,1.5546012084197083,0.8305746120028474,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.01697676
6034,-0.4490829073213028,-1.244340805556291,-0.32789865633598386,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.44539255
3495,-0.4490829073213028,-1.0009545434714215,-1.4863719246748153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.029649219
1596,-0.4490829073213028,-0.8386970354148419,0.069292178523044,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.35261208
6868,-0.4490829073213028,0.4593630290377956,-1.4863719246748153,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.006865146
2232,-0.4490829073213028,-0.02740949513194345,0.3671853046673149,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14356226
2825,-0.4490829073213028,1.3112149463348388,0.2016891234760533,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0900485
5719,-0.4490829073213028,-0.10853824916023329,1.0622692656706136,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.34382322
693,2.2267603235331674,0.25654114396707095,0.8636738482410998,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.33952197
5369,-0.4490829073213028,1.270650569320694,1.3270631555766323,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.18953112
3157,-0.4490829073213028,-0.5953107733299723,0.8305746120028474,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5718826
4649,-0.4490829073213028,1.5546012084197083,1.0622692656706136,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.020573175
2259,-0.4490829073213028,0.6621849141085202,0.3340860684290626,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.09317419
2308,-0.4490829073213028,-0.14910262617437822,-1.0229826173392826,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.17891237
5448,-0.4490829073213028,-1.2849051825704358,-1.5194711609130676,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.34402588
2229,2.2267603235331674,0.9866999302216795,0.9629715569558568,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.19355588
5530,-0.4490829073213028,-1.2037764285421462,0.3671853046673149,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.60944426
6630,-0.4490829073213028,-1.244340805556291,-0.4933948375272455,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5350844
2116,2.2267603235331674,-0.3519245112451028,1.0622692656706136,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.49584273
1402,-0.4490829073213028,0.0942836359104913,-0.2947994200977316,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08213362
724,-0.4490829073213028,-1.0009545434714215,-0.6588910187185071,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26274678
4724,-0.4490829073213028,-0.6764395273582622,-1.5194711609130676,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15221673
2913,-0.4490829073213028,0.053719258896346385,0.40028454090556725,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1617459
1164,-0.4490829073213028,0.0942836359104913,-1.4863719246748153,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.016582675
6607,-0.4490829073213028,-1.2849051825704358,-1.4863719246748153,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.24526292
4098,-0.4490829073213028,1.5951655854338533,0.5326814858585766,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03979021
1013,-0.4490829073213028,-0.6358751503441172,0.9298723207176044,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.47555438
2344,-0.4490829073213028,0.74331366813681,-0.5595933100037501,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.01920312
181,-0.4490829073213028,1.5951655854338533,-1.5194711609130676,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0043960414
2905,-0.4490829073213028,-1.0820832974997114,-0.46029560128899316,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.47830704
5857,2.2267603235331674,0.6621849141085202,1.2608646831001278,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.23887977
1060,-0.4490829073213028,-1.1632120515280011,-0.2947994200977316,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.41984615
1800,-0.4490829073213028,0.9055711761933897,-0.32789865633598386,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.022841368
5372,-0.4490829073213028,-1.244340805556291,0.16858988723780097,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6184515
5461,-0.4490829073213028,1.5546012084197083,-0.16240247514472228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.017572593
4813,2.2267603235331674,1.5140368314055634,1.5918570454826508,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.14484291
2788,-0.4490829073213028,-1.244340805556291,-1.4863719246748153,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.15739876
5893,-0.4490829073213028,-1.0820832974997114,-0.06310476642996529,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.62458825
1032,-0.4490829073213028,-1.0009545434714215,-1.453272688436563,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.15128997
3928,-0.4490829073213028,-0.9603901664572766,0.5326814858585766,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5204972
4356,2.2267603235331674,-0.270795757216813,0.7974753757645952,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5657007
2350,-0.4490829073213028,-0.7981326584006969,0.4333837771438196,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.43488932
5308,-0.4490829073213028,-1.2849051825704358,1.1615669743853707,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6391529
4667,-0.4490829073213028,1.5951655854338533,-1.4863719246748153,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.004618781
5624,2.2267603235331674,1.5140368314055634,0.8636738482410998,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.15100902
6616,-0.4490829073213028,1.5951655854338533,-1.353974979721806,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.014197897
6459,-0.4490829073213028,0.25654114396707095,-1.353974979721806,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.017870728
324,-0.4490829073213028,-1.244340805556291,0.8636738482410998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.70936894
3502,2.2267603235331674,0.3376698979953608,1.5587578092443986,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3069758
2958,-0.4490829073213028,-1.2849051825704358,0.3671853046673149,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6770122
1828,-0.4490829073213028,1.3517793233489839,1.1615669743853707,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13274232
111,-0.4490829073213028,0.7838780451509549,-0.03000553019171297,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1138373
4994,-0.4490829073213028,0.49992740605194047,0.9960707931941091,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.22759072
4200,-0.4490829073213028,0.37823427500950574,-1.4863719246748153,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.015167601
6183,-0.4490829073213028,0.49992740605194047,1.691154754197408,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.38083655
1657,-0.4490829073213028,1.1489574382782592,0.9629715569558568,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.17698693
1003,-0.4490829073213028,-0.7981326584006969,-1.4863719246748153,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11458352
4473,-0.4490829073213028,0.49992740605194047,-1.4863719246748153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0081011215
6771,-0.4490829073213028,1.5951655854338533,1.6580555179591556,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.084164165
2527,-0.4490829073213028,-0.6764395273582622,-0.32789865633598386,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2945582
6176,2.2267603235331674,1.4734724543914186,-1.155379562292292,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.095801726
5165,-0.4490829073213028,-0.3519245112451028,-1.4863719246748153,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.03702806
5481,-0.4490829073213028,-0.06797387214608837,-1.2877765072453013,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.015465462
6541,-0.4490829073213028,1.230086192306549,0.4995822496203242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.045680165
2324,-0.4490829073213028,1.0678286842499694,0.9960707931941091,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.121490076
5490,-0.4490829073213028,-0.02740949513194345,-1.4863719246748153,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.064362146
683,2.2267603235331674,0.702749291122665,0.7643761395263428,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.22697937
4405,-0.4490829073213028,-0.6764395273582622,0.003093706046539352,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.44318765
1075,-0.4490829073213028,0.37823427500950574,0.9629715569558568,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.22101772
6164,-0.4490829073213028,1.4734724543914186,0.8967730844793521,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.027860038
2475,-0.4490829073213028,1.189521815292404,0.6319791945733335,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.045614574
2244,-0.4490829073213028,0.053719258896346385,-1.4863719246748153,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11803026
5858,-0.4490829073213028,0.8244424221650999,0.9629715569558568,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.20038733
141,-0.4490829073213028,0.053719258896346385,-1.2877765072453013,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.04237549
2583,-0.4490829073213028,0.3376698979953608,0.9960707931941091,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23065722
6203,-0.4490829073213028,0.9461355532075346,-1.453272688436563,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.008691025
4568,2.2267603235331674,-1.0415189204855664,0.6650784308115858,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5546337
2664,-0.4490829073213028,-1.2037764285421462,-1.4863719246748153,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.31668055
6344,-0.4490829073213028,-0.717003904372407,-0.1955017113829746,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.20705168
231,-0.4490829073213028,1.3923437003631287,0.13549065099954866,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.076574534
6187,2.2267603235331674,0.8650067991792447,0.4995822496203242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11399672
1858,-0.4490829073213028,-1.1632120515280011,-1.4863719246748153,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.18180104
4564,-0.4490829073213028,1.189521815292404,0.7974753757645952,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.092227794
6609,-0.4490829073213028,-1.2849051825704358,-0.32789865633598386,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.54717124
5518,-0.4490829073213028,-1.2849051825704358,0.7974753757645952,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.65996695
1598,-0.4490829073213028,-0.18966700318852311,0.5326814858585766,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.18708035
1820,-0.4490829073213028,-0.47361764228753755,-0.39409712881248854,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2216421
6383,-0.4490829073213028,0.0942836359104913,1.4594601005296417,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.324575
2377,2.2267603235331674,-1.2849051825704358,0.3009868321908103,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7123525
4894,2.2267603235331674,1.5546012084197083,0.13549065099954866,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.048230354
6798,-0.4490829073213028,1.4329080773772735,-1.4863719246748153,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.009317523
6179,-0.4490829073213028,1.189521815292404,-1.4863719246748153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0060659917
4953,-0.4490829073213028,-1.0415189204855664,-1.4863719246748153,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17343034
2884,2.2267603235331674,0.5404917830660854,1.194666210623623,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.22496566
6916,-0.4490829073213028,-0.18966700318852311,0.5326814858585766,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44058222
624,-0.4490829073213028,0.25654114396707095,-0.5595933100037501,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.096278206
806,2.2267603235331674,-1.1226476745138563,0.6650784308115858,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7041558
6519,2.2267603235331674,0.5404917830660854,1.1284677381471184,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2755603
2973,-0.4490829073213028,0.37823427500950574,1.29396391933838,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3500243
2279,-0.4490829073213028,1.5951655854338533,0.9629715569558568,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07791742
1336,-0.4490829073213028,-0.06797387214608837,-0.03000553019171297,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.20550644
3346,-0.4490829073213028,0.0942836359104913,-1.5194711609130676,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.010736546
6144,-0.4490829073213028,-1.2849051825704358,-1.5194711609130676,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.18301602
3451,-0.4490829073213028,-1.2037764285421462,-1.3208757434835536,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.47605506
527,-0.4490829073213028,1.5546012084197083,0.069292178523044,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.021704286
4159,-0.4490829073213028,1.4734724543914186,1.3601623918148846,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16970637
976,-0.4490829073213028,-0.3113601342309579,-1.453272688436563,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.036246937
1791,-0.4490829073213028,0.25654114396707095,-0.7912879636715164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15754388
6811,-0.4490829073213028,-1.0009545434714215,0.3340860684290626,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5892831
1509,2.2267603235331674,-0.23023138020266803,1.29396391933838,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4823346
3209,-0.4490829073213028,1.270650569320694,1.5256585730061463,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.105305545
6927,-0.4490829073213028,-0.717003904372407,-1.5194711609130676,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.043649152
1401,2.2267603235331674,-1.2849051825704358,0.3009868321908103,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6276349
3530,-0.4490829073213028,1.0678286842499694,-0.4271963650507409,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.059081547
5553,-0.4490829073213028,-0.9198257894431316,-1.4863719246748153,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.13349307
2537,-0.4490829073213028,-0.3113601342309579,-1.4863719246748153,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.016080648
3794,2.2267603235331674,-0.5547463963158273,1.3270631555766323,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.63990176
2602,-0.4490829073213028,0.49992740605194047,0.5326814858585766,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.20743895
759,-0.4490829073213028,-0.10853824916023329,0.9629715569558568,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.30348086
5327,-0.4490829073213028,1.3923437003631287,0.7643761395263428,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.059734408
3132,-0.4490829073213028,-1.2037764285421462,0.3340860684290626,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.66196775
3219,-0.4490829073213028,0.41879865202365063,-0.8243871999097687,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.026292318
2936,-0.4490829073213028,0.25654114396707095,-0.5264940737654978,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.085698694
2285,-0.4490829073213028,-0.270795757216813,-1.4863719246748153,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.01683401
2162,-0.4490829073213028,-0.9603901664572766,-1.4863719246748153,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.044213675
5687,-0.4490829073213028,-1.0415189204855664,-1.5194711609130676,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.24146196
3935,-0.4490829073213028,0.9461355532075346,-0.4271963650507409,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025855193
3840,-0.4490829073213028,-0.47361764228753755,1.2608646831001278,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5007075
1222,-0.4490829073213028,0.2971055209812159,-0.4933948375272455,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0432239
1797,-0.4490829073213028,-0.9603901664572766,1.0291700294323614,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6425435
202,-0.4490829073213028,1.1489574382782592,0.6650784308115858,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.025695313
725,-0.4490829073213028,1.5951655854338533,1.5587578092443986,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07920225
